eps11,eps22,eps33,eps12,eps13,eps23,sig11,sig22,sig33,sig12,sig13,sig23,loading_case
-0.034262203,0.086424924,-0.032234903,-0.00000000000038,0.000000000000738,-0.0000000165,-19.948086,3.0111353,1.6381721,0.00000000151,0.00000000204,0.0000000131,2
-0.034292903,0.086526155,-0.032262374,-0.0000000000000102,-0.0000000000000141,0.00000000886,-19.95897,3.0210438,1.6463407,0.0000000000661,-0.0000000000376,0.0000000195,2
-0.03433753,0.08667911,-0.032300275,-3.37E-016,-1.29E-016,-0.0000000236,-19.975338,3.035739,1.6586716,0.00000000000158,-0.00000000000037,-0.0000000167,2
-0.03440456,0.0869058,-0.03235573,-2.45E-016,-7.38E-017,-0.00000000844,-19.999222,3.057776,1.677123,0.00000000000119,-0.000000000000145,-0.0000000363,2
-0.034506273,0.08724674,-0.03244176,-1.51E-016,-2.14E-016,0.0000000166,-20.036436,3.0908191,1.7049353,0.000000000000757,-0.000000000000659,-0.000000000963,2
-0.034656774,0.0877575,-0.032565635,5.13E-016,9.89E-016,0.00000000555,-20.091158,3.1402256,1.7463822,-0.00000000000238,0.00000000000294,0.0000000143,2
-0.03488371,0.08852675,-0.032756723,-1.46E-015,4.06E-015,-0.00000000183,-20.17393,3.2140985,1.8083185,0.00000000000734,0.000000000011,0.0000000329,2
-0.035223495,0.089680195,-0.033041567,8.28E-015,7.23E-015,-0.00000001,-20.298008,3.324582,1.9006524,-0.0000000000378,0.000000000021,-0.0000000158,2
-0.03573447,0.09141561,-0.033465922,9.67E-015,4.81E-015,0.000000014,-20.486803,3.4885783,2.0378864,-0.0000000000418,0.0000000000108,0.0000000177,2
-0.036500063,0.094029106,-0.03409721,0.0000000000000189,4.78E-015,0.0000000179,-20.77236,3.7325184,2.2404213,-0.0000000000883,0.0000000000143,-0.0000000907,2
-0.037647188,0.09797567,-0.035033453,0.0000000000000373,-0.0000000000000137,0.00000000851,-21.207443,4.091958,2.53742,-0.000000000163,-0.0000000000334,0.0000000548,2
-0.03937044,0.10394132,-0.036420517,-0.000000000000127,-0.000000000000201,0.0000000153,-21.910412,4.6176977,2.9672809,0.000000000536,-0.000000000466,-0.0000000104,2
-0.041952685,0.112985075,-0.03844439,0.00000000000134,0.00000000000082,0.0000000105,-23.249584,5.375079,3.5761178,-0.00000000553,0.0000000021,0.0000000333,2
